modulo,modulo_nome,rf,id,tipo,fonte,status,onda,codigo,teste_faturamento,resumo
15,Módulo de Transporte,26,RF-15.26,Obrigatório,TR,adiado,adiado,,adiado,Selecionar procedimentos.
15,Módulo de Transporte,27,RF-15.27,Obrigatório,TR,adiado,adiado,,adiado,Geração e exportação de dados para BPA.
15,Módulo de Transporte,28,RF-15.28,Obrigatório,TR,adiado,adiado,,adiado,Consulta de guias de TFD.
15,Módulo de Transporte,29,RF-15.29,Obrigatório,TR,adiado,adiado,,adiado,Solicitação de vagas (pré-agendamento).
16,Módulo de Análises,1,RF-16.1,Obrigatório,ambos,parcial,depois,apps/api/src/reports,n/a,Acompanhamento de atendimentos por unidade de saúde.
16,Módulo de Análises,2,RF-16.2,Obrigatório,ambos,não iniciado,depois,,n/a,Análises por profissional.
16,Módulo de Análises,3,RF-16.3,Obrigatório,ambos,não iniciado,depois,,n/a,Análises por especialidade.
16,Módulo de Análises,4,RF-16.4,Desejável,ambos,não iniciado,depois,,n/a,Análises de viagens.
16,Módulo de Análises,5,RF-16.5,Obrigatório,ambos,não iniciado,depois,,n/a,Análises de atendimentos por bairro.
16,Módulo de Análises,6,RF-16.6,Obrigatório,ambos,não iniciado,depois,,n/a,Análises por sexo e idade.
16,Módulo de Análises,7,RF-16.7,Obrigatório,ambos,parcial,depois,apps/api/src/reports#vaccinations,n/a,Relatórios de atendimentos ambulatoriais.
16,Módulo de Análises,8,RF-16.8,Obrigatório,ambos,não iniciado,depois,,n/a,"Relatórios de agendamentos (consultas, exames, procedimentos)."
16,Módulo de Análises,9,RF-16.9,Desejável,ambos,não iniciado,depois,,n/a,Relatórios de atendimentos por prestador.
16,Módulo de Análises,10,RF-16.10,Obrigatório,ambos,não iniciado,depois,,n/a,Relatórios de internações.
16,Módulo de Análises,11,RF-16.11,Obrigatório,ambos,não iniciado,depois,,n/a,"Indicadores de internações: taxa de ocupação, tempo médio de permanência, taxa de rotatividade."
16,Módulo de Análises,12,RF-16.12,Obrigatório,ambos,não iniciado,depois,,n/a,Relatórios de regulação.
16,Módulo de Análises,13,RF-16.13,Obrigatório,ambos,não iniciado,depois,,n/a,"Análises de indicadores em tempo real, incluindo indicadores da APS."
16,Módulo de Análises,14,RF-16.14,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards de atendimentos ambulatoriais.
16,Módulo de Análises,15,RF-16.15,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards de atendimentos hospitalares.
16,Módulo de Análises,16,RF-16.16,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards de atenção primária.
16,Módulo de Análises,17,RF-16.17,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards de farmácia.
16,Módulo de Análises,18,RF-16.18,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards laboratoriais.
16,Módulo de Análises,19,RF-16.19,Obrigatório,ambos,não iniciado,depois,,n/a,Dashboards de vacinas.
16,Módulo de Análises,20,RF-16.20,Obrigatório,ambos,não iniciado,depois,,n/a,Relatórios gerenciais de toda a estrutura da saúde municipal.
16,Módulo de Análises,21,RF-16.21,Obrigatório,ambos,não iniciado,depois,,n/a,Relatórios de capacidade instalada.
16,Módulo de Análises,22,RF-16.22,Obrigatório,ambos,não iniciado,depois,,n/a,Relatório de demandas reprimidas.
16,Módulo de Análises,23,RF-16.23,Obrigatório,ambos,não iniciado,depois,,n/a,Relatórios de todas as telas com filtros configuráveis e exportação para Excel.
17,Módulo de Aplicativos e Transparência,1,RF-17.1,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhamento de consultas e exames pelo paciente.
17,Módulo de Aplicativos e Transparência,2,RF-17.2,Obrigatório,TR,não iniciado,depois,,n/a,Cartão cidadão disponível no app.
17,Módulo de Aplicativos e Transparência,3,RF-17.3,Obrigatório,TR,não iniciado,depois,,n/a,Cadastrar dependentes para acompanhamento de saúde.
17,Módulo de Aplicativos e Transparência,4,RF-17.4,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar resultados de exames lançados na estrutura própria do sistema.
17,Módulo de Aplicativos e Transparência,5,RF-17.5,Obrigatório,TR,não iniciado,depois,,n/a,Baixar resultado do exame em PDF.
17,Módulo de Aplicativos e Transparência,6,RF-17.6,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar arquivos anexados no prontuário por prestador de serviços.
17,Módulo de Aplicativos e Transparência,7,RF-17.7,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhamento de vacinas aplicadas e cartão de vacina.
17,Módulo de Aplicativos e Transparência,8,RF-17.8,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhar fila de cirurgias eletivas com status.
17,Módulo de Aplicativos e Transparência,9,RF-17.9,Obrigatório,TR,não iniciado,depois,,n/a,"Visualizar boletim médico do paciente internado, via senha da internação."
17,Módulo de Aplicativos e Transparência,10,RF-17.10,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar unidades de atendimento com geração de rota no app.
17,Módulo de Aplicativos e Transparência,11,RF-17.11,Obrigatório,TR,não iniciado,depois,,n/a,Registro de visita domiciliar do agente comunitário de saúde.
17,Módulo de Aplicativos e Transparência,12,RF-17.12,Obrigatório,TR,não iniciado,depois,,n/a,Informar latitude/longitude na visita domiciliar.
17,Módulo de Aplicativos e Transparência,13,RF-17.13,Obrigatório,TR,não iniciado,depois,,n/a,"Cadastro do paciente pelo app, com validação posterior na unidade e possível unificação."
17,Módulo de Aplicativos e Transparência,14,RF-17.14,Obrigatório,TR,não iniciado,depois,,n/a,Registro de cadastro individual do paciente com fichas conforme Ministério da Saúde.
17,Módulo de Aplicativos e Transparência,15,RF-17.15,Obrigatório,TR,não iniciado,depois,,n/a,Cadastro domiciliar conforme regras do MS.
17,Módulo de Aplicativos e Transparência,16,RF-17.16,Obrigatório,TR,não iniciado,depois,,n/a,Pesquisas determinadas pela gestão para o ACS.
17,Módulo de Aplicativos e Transparência,17,RF-17.17,Obrigatório,TR,não iniciado,depois,,n/a,Controle do atendimento com visualização situacional da unidade (pacientes aguardando).
17,Módulo de Aplicativos e Transparência,18,RF-17.18,Obrigatório,TR,não iniciado,depois,,n/a,Registrar vacinação conforme regras do SUS.
17,Módulo de Aplicativos e Transparência,19,RF-17.19,Obrigatório,TR,não iniciado,depois,,n/a,ACS visualizar consultas/exames/procedimentos agendados e status via app.
17,Módulo de Aplicativos e Transparência,20,RF-17.20,Obrigatório,TR,não iniciado,depois,,n/a,Acesso do paciente ao portal do cidadão para visualizar consultas agendadas.
17,Módulo de Aplicativos e Transparência,21,RF-17.21,Obrigatório,TR,não iniciado,depois,,n/a,Cidadão acompanhar autorizações de solicitações médicas pelo portal.
17,Módulo de Aplicativos e Transparência,22,RF-17.22,Obrigatório,TR,não iniciado,depois,,n/a,"Acompanhamento de boletins médicos de pacientes internados na rede, pelo portal."
17,Módulo de Aplicativos e Transparência,23,RF-17.23,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar/baixar grade horária dos médicos por unidade.
17,Módulo de Aplicativos e Transparência,24,RF-17.24,Obrigatório,TR,não iniciado,depois,,n/a,Listagem das filas de espera do município no portal.
17,Módulo de Aplicativos e Transparência,25,RF-17.25,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar filas de cirurgias eletivas.
17,Módulo de Aplicativos e Transparência,26,RF-17.26,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar filas de consultas agendadas.
17,Módulo de Aplicativos e Transparência,27,RF-17.27,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar filas de exames agendados.
17,Módulo de Aplicativos e Transparência,28,RF-17.28,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar leitos disponíveis no município.
17,Módulo de Aplicativos e Transparência,29,RF-17.29,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar listagem de medicamentos disponíveis no município pelo portal.
17,Módulo de Aplicativos e Transparência,30,RF-17.30,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar relação de médicos do município.
17,Módulo de Aplicativos e Transparência,31,RF-17.31,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar listagem de TFD do município em diferentes status.
17,Módulo de Aplicativos e Transparência,32,RF-17.32,Obrigatório,TR,não iniciado,depois,,n/a,Acompanhar resultados de exames por paciente no portal.
17,Módulo de Aplicativos e Transparência,33,RF-17.33,Obrigatório,TR,não iniciado,depois,,n/a,Visualizar cartão de vacinas no portal do cidadão.
17,Módulo de Aplicativos e Transparência,34,RF-17.34,Obrigatório,TR,não iniciado,depois,,n/a,Validação da receita médica quando assinada digitalmente.
17,Módulo de Aplicativos e Transparência,35,RF-17.35,Obrigatório,TR,não iniciado,depois,,n/a,"Notificações de lembretes de consultas, exames, vacinas etc."
18,Módulo de Vigilância em Saúde,1,RF-18.1,Obrigatório,ambos,não iniciado,depois,,n/a,Emissão de receituário especial (azul) pela Vigilância Sanitária.
18,Módulo de Vigilância em Saúde,2,RF-18.2,Obrigatório,ambos,não iniciado,depois,,n/a,Emissão de relatório de agravos de notificação compulsória.
18,Módulo de Vigilância em Saúde,3,RF-18.3,Obrigatório,ambos,não iniciado,depois,,n/a,Alerta de doença de notificação compulsória conforme CID no atendimento médico.
18,Módulo de Vigilância em Saúde,4,RF-18.4,Obrigatório,ambos,não iniciado,depois,,n/a,"Alerta para emissão de RAAT em acidente/doença de trabalho, conforme CID."
18,Módulo de Vigilância em Saúde,5,RF-18.5,Obrigatório,ambos,não iniciado,depois,,n/a,Emissão e preenchimento de RAAT.
18,Módulo de Vigilância em Saúde,6,RF-18.6,Obrigatório,ambos,não iniciado,depois,,n/a,"Relatório de RAAT pesquisável por nome do paciente, data, agravo e empresa."
18,Módulo de Vigilância em Saúde,7,RF-18.7,Obrigatório,ambos,não iniciado,depois,,n/a,Campo específico no cadastro do usuário para sinalizar falecimento e data.
18,Módulo de Vigilância em Saúde,8,RF-18.8,Obrigatório,ambos,não iniciado,depois,,n/a,Acesso à lista atualizada de doenças de notificação compulsória (protocolos do MS).
18,Módulo de Vigilância em Saúde,9,RF-18.9,Obrigatório,ambos,não iniciado,depois,,n/a,"Relatório de vacinas aplicadas por vacina, paciente, mãe, CPF, data."
